item_name_en,weapon,finish,rarity_en,case_name_en,marketHashName_used,platform,price,source,status
★ Bayonet | Scorched,★ Bayonet,Scorched,Restricted,ESports 2013 Case,★ Bayonet | Scorched (Minimal Wear),steam,2040.0,single,200
★ Bayonet | Slaughter,★ Bayonet,Slaughter,Restricted,ESports 2013 Case,★ Bayonet | Slaughter (Factory New),steam,5020.23,single,200
★ Bayonet | Stained,★ Bayonet,Stained,Restricted,ESports 2013 Case,★ Bayonet | Stained (Factory New),steam,3424.74,single,200
★ Bayonet | Urban Masked,★ Bayonet,Urban Masked,Restricted,ESports 2013 Case,★ Bayonet | Urban Masked,steam,,current,-1
★ Flip Knife,,,Restricted,ESports 2013 Case,,steam,,current,
★ Flip Knife | Blue Steel,★ Flip Knife,Blue Steel,Restricted,ESports 2013 Case,★ Flip Knife | Blue Steel,steam,,current,-1
★ Flip Knife | Boreal Forest,★ Flip Knife,Boreal Forest,Restricted,ESports 2013 Case,★ Flip Knife | Boreal Forest,steam,,current,-1
★ Flip Knife | Case Hardened,★ Flip Knife,Case Hardened,Restricted,ESports 2013 Case,★ Flip Knife | Case Hardened,steam,,current,-1
★ Flip Knife | Crimson Web,★ Flip Knife,Crimson Web,Restricted,ESports 2013 Case,★ Flip Knife | Crimson Web,steam,,current,-1
★ Flip Knife | Fade,★ Flip Knife,Fade,Restricted,ESports 2013 Case,★ Flip Knife | Fade,steam,,current,-1
★ Flip Knife | Forest DDPAT,★ Flip Knife,Forest DDPAT,Restricted,ESports 2013 Case,★ Flip Knife | Forest DDPAT,steam,,current,-1
★ Flip Knife | Night,★ Flip Knife,Night,Restricted,ESports 2013 Case,★ Flip Knife | Night,steam,,current,-1
★ Flip Knife | Safari Mesh,★ Flip Knife,Safari Mesh,Restricted,ESports 2013 Case,★ Flip Knife | Safari Mesh (Battle-Scarred),steam,1174.83,single,200
★ Flip Knife | Scorched,★ Flip Knife,Scorched,Restricted,ESports 2013 Case,★ Flip Knife | Scorched (Factory New),steam,2865.88,single,200
★ Flip Knife | Slaughter,★ Flip Knife,Slaughter,Restricted,ESports 2013 Case,★ Flip Knife | Slaughter (Factory New),steam,3405.16,single,200
★ Flip Knife | Stained,★ Flip Knife,Stained,Restricted,ESports 2013 Case,★ Flip Knife | Stained (Factory New),steam,2161.9,single,200
★ Flip Knife | Urban Masked,★ Flip Knife,Urban Masked,Restricted,ESports 2013 Case,★ Flip Knife | Urban Masked (Minimal Wear),steam,1394.84,single,200
★ Gut Knife,,,Restricted,ESports 2013 Case,,steam,,current,
★ Gut Knife | Blue Steel,★ Gut Knife,Blue Steel,Restricted,ESports 2013 Case,★ Gut Knife | Blue Steel (Factory New),steam,1563.45,single,200
★ Gut Knife | Boreal Forest,★ Gut Knife,Boreal Forest,Restricted,ESports 2013 Case,★ Gut Knife | Boreal Forest (Factory New),steam,6564.04,single,200
★ Gut Knife | Case Hardened,★ Gut Knife,Case Hardened,Restricted,ESports 2013 Case,★ Gut Knife | Case Hardened (Factory New),steam,2174.29,single,200
★ Gut Knife | Crimson Web,★ Gut Knife,Crimson Web,Restricted,ESports 2013 Case,★ Gut Knife | Crimson Web (Factory New),steam,7862.4,single,200
★ Gut Knife | Fade,★ Gut Knife,Fade,Restricted,ESports 2013 Case,★ Gut Knife | Fade (Factory New),steam,1872.61,single,200
★ Gut Knife | Forest DDPAT,★ Gut Knife,Forest DDPAT,Restricted,ESports 2013 Case,★ Gut Knife | Forest DDPAT (Factory New),steam,1604.1,single,200
★ Gut Knife | Night,★ Gut Knife,Night,Restricted,ESports 2013 Case,★ Gut Knife | Night (Minimal Wear),steam,1054.21,single,200
★ Gut Knife | Safari Mesh,★ Gut Knife,Safari Mesh,Restricted,ESports 2013 Case,★ Gut Knife | Safari Mesh (Minimal Wear),steam,708.67,single,200
★ Gut Knife | Scorched,★ Gut Knife,Scorched,Restricted,ESports 2013 Case,★ Gut Knife | Scorched (Factory New),steam,2773.31,single,200
★ Gut Knife | Slaughter,★ Gut Knife,Slaughter,Restricted,ESports 2013 Case,★ Gut Knife | Slaughter (Factory New),steam,1637.64,single,200
★ Gut Knife | Stained,★ Gut Knife,Stained,Restricted,ESports 2013 Case,★ Gut Knife | Stained (Factory New),steam,2092.19,single,200
★ Gut Knife | Urban Masked,★ Gut Knife,Urban Masked,Restricted,ESports 2013 Case,★ Gut Knife | Urban Masked (Factory New),steam,1056.56,single,200
★ Karambit,,,Restricted,ESports 2013 Case,,steam,,current,
★ Karambit | Blue Steel,★ Karambit,Blue Steel,Restricted,ESports 2013 Case,★ Karambit | Blue Steel (Minimal Wear),steam,9538.5,single,200
★ Karambit | Boreal Forest,★ Karambit,Boreal Forest,Restricted,ESports 2013 Case,★ Karambit | Boreal Forest (Factory New),steam,7119.48,single,200
★ Karambit | Case Hardened,★ Karambit,Case Hardened,Restricted,ESports 2013 Case,★ Karambit | Case Hardened (Factory New),BUFF,14300.0,single,200
★ Karambit | Crimson Web,★ Karambit,Crimson Web,Restricted,ESports 2013 Case,★ Karambit | Crimson Web (Factory New),YOUPIN,48888.0,single,200
★ Karambit | Fade,★ Karambit,Fade,Restricted,ESports 2013 Case,★ Karambit | Fade (Minimal Wear),BUFF,18000.0,single,200
★ Karambit | Forest DDPAT,★ Karambit,Forest DDPAT,Restricted,ESports 2013 Case,★ Karambit | Forest DDPAT (Minimal Wear),steam,5803.17,single,200
★ Karambit | Night,★ Karambit,Night,Restricted,ESports 2013 Case,★ Karambit | Night (Minimal Wear),steam,8544.24,single,200
★ Karambit | Safari Mesh,★ Karambit,Safari Mesh,Restricted,ESports 2013 Case,★ Karambit | Safari Mesh (Minimal Wear),steam,4828.56,single,200
★ Karambit | Scorched,★ Karambit,Scorched,Restricted,ESports 2013 Case,★ Karambit | Scorched (Minimal Wear),steam,6230.17,single,200
★ Karambit | Slaughter,★ Karambit,Slaughter,Restricted,ESports 2013 Case,★ Karambit | Slaughter (Minimal Wear),steam,11392.32,single,200
★ Karambit | Stained,★ Karambit,Stained,Restricted,ESports 2013 Case,★ Karambit | Stained (Factory New),steam,10521.02,single,200
★ Karambit | Urban Masked,★ Karambit,Urban Masked,Restricted,ESports 2013 Case,★ Karambit | Urban Masked (Factory New),steam,6827.55,single,200
★ M9 Bayonet,,,Restricted,ESports 2013 Case,,steam,,current,
★ M9 Bayonet | Blue Steel,★ M9 Bayonet,Blue Steel,Restricted,ESports 2013 Case,★ M9 Bayonet | Blue Steel (Minimal Wear),steam,7134.51,single,200
★ M9 Bayonet | Boreal Forest,★ M9 Bayonet,Boreal Forest,Restricted,ESports 2013 Case,★ M9 Bayonet | Boreal Forest (Factory New),BUFF,6999.0,single,200
★ M9 Bayonet | Case Hardened,★ M9 Bayonet,Case Hardened,Restricted,ESports 2013 Case,★ M9 Bayonet | Case Hardened (Minimal Wear),steam,8041.05,single,200
★ M9 Bayonet | Crimson Web,★ M9 Bayonet,Crimson Web,Restricted,ESports 2013 Case,★ M9 Bayonet | Crimson Web (Factory New),BUFF,35288.0,single,200
★ M9 Bayonet | Fade,★ M9 Bayonet,Fade,Restricted,ESports 2013 Case,,steam,,current,
★ M9 Bayonet | Forest DDPAT,★ M9 Bayonet,Forest DDPAT,Restricted,ESports 2013 Case,★ M9 Bayonet | Forest DDPAT (Minimal Wear),steam,4058.51,single,200
★ M9 Bayonet | Night,★ M9 Bayonet,Night,Restricted,ESports 2013 Case,★ M9 Bayonet | Night (Minimal Wear),steam,5696.16,single,200
★ M9 Bayonet | Safari Mesh,★ M9 Bayonet,Safari Mesh,Restricted,ESports 2013 Case,★ M9 Bayonet | Safari Mesh (Minimal Wear),steam,4511.71,single,200
★ M9 Bayonet | Scorched,★ M9 Bayonet,Scorched,Restricted,ESports 2013 Case,★ M9 Bayonet | Scorched (Minimal Wear),steam,4116.54,single,200
★ M9 Bayonet | Slaughter,★ M9 Bayonet,Slaughter,Restricted,ESports 2013 Case,★ M9 Bayonet | Slaughter (Factory New),steam,11438.6,single,200
★ M9 Bayonet | Stained,★ M9 Bayonet,Stained,Restricted,ESports 2013 Case,★ M9 Bayonet | Stained,steam,,current,-1
★ M9 Bayonet | Urban Masked,★ M9 Bayonet,Urban Masked,Restricted,ESports 2013 Case,★ M9 Bayonet | Urban Masked,steam,,current,-1
Galil AR | Blue Titanium,Galil AR,Blue Titanium,Covert,ESports 2013 Winter Case,Galil AR | Blue Titanium,steam,,current,-1
Five-SeveN | Nightshade,Five-SeveN,Nightshade,Covert,ESports 2013 Winter Case,Five-SeveN | Nightshade,steam,,current,-1
PP-Bizon | Water Sigil,PP-Bizon,Water Sigil,Covert,ESports 2013 Winter Case,PP-Bizon | Water Sigil,steam,,current,-1
Nova | Ghost Camo,Nova,Ghost Camo,Covert,ESports 2013 Winter Case,Nova | Ghost Camo,steam,,current,-1
G3SG1 | Azure Zebra,G3SG1,Azure Zebra,Covert,ESports 2013 Winter Case,G3SG1 | Azure Zebra,steam,,current,-1
P250 | Steel Disruption,P250,Steel Disruption,Covert,ESports 2013 Winter Case,P250 | Steel Disruption,steam,,current,-1
AK-47 | Blue Laminate,AK-47,Blue Laminate,Classified,ESports 2013 Winter Case,AK-47 | Blue Laminate (Factory New),steam,266.29,single,200
P90 | Blind Spot,P90,Blind Spot,Classified,ESports 2013 Winter Case,P90 | Blind Spot (Factory New),steam,122.82,single,200
FAMAS | Afterimage,FAMAS,Afterimage,Gold,ESports 2013 Winter Case,FAMAS | Afterimage (Factory New),steam,453.34,single,200
AWP | Electric Hive,AWP,Electric Hive,Gold,ESports 2013 Winter Case,AWP | Electric Hive (Factory New),steam,1053.78,single,200
Desert Eagle | Cobalt Disruption,Desert Eagle,Cobalt Disruption,Gold,ESports 2013 Winter Case,Desert Eagle | Cobalt Disruption (Factory New),steam,964.71,single,200
M4A4 | X-Ray,M4A4,X-Ray,Restricted,ESports 2013 Winter Case,M4A4 | X-Ray (Factory New),steam,2379.64,single,200
★ Bayonet,,,Restricted,ESports 2013 Winter Case,,steam,,current,
★ Bayonet | Blue Steel,★ Bayonet,Blue Steel,Restricted,ESports 2013 Winter Case,★ Bayonet | Blue Steel (Minimal Wear),steam,3561.88,single,200
★ Bayonet | Boreal Forest,★ Bayonet,Boreal Forest,Restricted,ESports 2013 Winter Case,★ Bayonet | Boreal Forest (Factory New),steam,4680.03,single,200
★ Bayonet | Case Hardened,★ Bayonet,Case Hardened,Restricted,ESports 2013 Winter Case,★ Bayonet | Case Hardened (Factory New),steam,6263.28,single,200
★ Bayonet | Crimson Web,★ Bayonet,Crimson Web,Restricted,ESports 2013 Winter Case,★ Bayonet | Crimson Web (Factory New),YOUPIN,16197.5,single,200
★ Bayonet | Fade,★ Bayonet,Fade,Restricted,ESports 2013 Winter Case,★ Bayonet | Fade (Factory New),steam,4717.77,single,200
★ Bayonet | Forest DDPAT,★ Bayonet,Forest DDPAT,Restricted,ESports 2013 Winter Case,★ Bayonet | Forest DDPAT (Minimal Wear),steam,2091.77,single,200
★ Bayonet | Night,★ Bayonet,Night,Restricted,ESports 2013 Winter Case,★ Bayonet | Night (Minimal Wear),steam,2363.97,single,200
★ Bayonet | Safari Mesh,★ Bayonet,Safari Mesh,Restricted,ESports 2013 Winter Case,★ Bayonet | Safari Mesh (Minimal Wear),steam,1602.04,single,200
★ Bayonet | Scorched,★ Bayonet,Scorched,Restricted,ESports 2013 Winter Case,★ Bayonet | Scorched (Minimal Wear),steam,2040.0,single,200
★ Bayonet | Slaughter,★ Bayonet,Slaughter,Restricted,ESports 2013 Winter Case,★ Bayonet | Slaughter (Factory New),steam,5020.23,single,200
★ Bayonet | Stained,★ Bayonet,Stained,Restricted,ESports 2013 Winter Case,★ Bayonet | Stained (Factory New),steam,3424.74,single,200
★ Bayonet | Urban Masked,★ Bayonet,Urban Masked,Restricted,ESports 2013 Winter Case,★ Bayonet | Urban Masked (Minimal Wear),steam,2071.97,single,200
★ Flip Knife,,,Restricted,ESports 2013 Winter Case,,steam,,current,
★ Flip Knife | Blue Steel,★ Flip Knife,Blue Steel,Restricted,ESports 2013 Winter Case,★ Flip Knife | Blue Steel (Minimal Wear),steam,2217.51,single,200
★ Flip Knife | Boreal Forest,★ Flip Knife,Boreal Forest,Restricted,ESports 2013 Winter Case,★ Flip Knife | Boreal Forest (Factory New),steam,2605.99,single,200
★ Flip Knife | Case Hardened,★ Flip Knife,Case Hardened,Restricted,ESports 2013 Winter Case,★ Flip Knife | Case Hardened (Factory New),steam,3108.6,single,200
★ Flip Knife | Crimson Web,★ Flip Knife,Crimson Web,Restricted,ESports 2013 Winter Case,★ Flip Knife | Crimson Web (Factory New),BUFF,9666.0,single,200
★ Flip Knife | Fade,★ Flip Knife,Fade,Restricted,ESports 2013 Winter Case,★ Flip Knife | Fade (Factory New),steam,4422.49,single,200
★ Flip Knife | Forest DDPAT,★ Flip Knife,Forest DDPAT,Restricted,ESports 2013 Winter Case,★ Flip Knife | Forest DDPAT (Factory New),steam,2016.51,single,200
★ Flip Knife | Night,★ Flip Knife,Night,Restricted,ESports 2013 Winter Case,★ Flip Knife | Night (Minimal Wear),steam,1747.65,single,200
★ Flip Knife | Safari Mesh,★ Flip Knife,Safari Mesh,Restricted,ESports 2013 Winter Case,★ Flip Knife | Safari Mesh (Factory New),steam,3012.12,single,200
★ Flip Knife | Scorched,★ Flip Knife,Scorched,Restricted,ESports 2013 Winter Case,★ Flip Knife | Scorched (Factory New),steam,2865.88,single,200
★ Flip Knife | Slaughter,★ Flip Knife,Slaughter,Restricted,ESports 2013 Winter Case,★ Flip Knife | Slaughter (Factory New),steam,3405.16,single,200
★ Flip Knife | Stained,★ Flip Knife,Stained,Restricted,ESports 2013 Winter Case,★ Flip Knife | Stained (Factory New),steam,2161.9,single,200
★ Flip Knife | Urban Masked,★ Flip Knife,Urban Masked,Restricted,ESports 2013 Winter Case,★ Flip Knife | Urban Masked (Minimal Wear),steam,1394.84,single,200
★ Gut Knife,,,Restricted,ESports 2013 Winter Case,,steam,,current,
★ Gut Knife | Blue Steel,★ Gut Knife,Blue Steel,Restricted,ESports 2013 Winter Case,★ Gut Knife | Blue Steel (Factory New),steam,1563.45,single,200
★ Gut Knife | Boreal Forest,★ Gut Knife,Boreal Forest,Restricted,ESports 2013 Winter Case,★ Gut Knife | Boreal Forest (Factory New),steam,6564.04,single,200
★ Gut Knife | Case Hardened,★ Gut Knife,Case Hardened,Restricted,ESports 2013 Winter Case,★ Gut Knife | Case Hardened (Factory New),steam,2174.29,single,200
★ Gut Knife | Crimson Web,★ Gut Knife,Crimson Web,Restricted,ESports 2013 Winter Case,★ Gut Knife | Crimson Web (Factory New),steam,7862.4,single,200
★ Gut Knife | Fade,★ Gut Knife,Fade,Restricted,ESports 2013 Winter Case,★ Gut Knife | Fade (Factory New),steam,1872.61,single,200
★ Gut Knife | Forest DDPAT,★ Gut Knife,Forest DDPAT,Restricted,ESports 2013 Winter Case,★ Gut Knife | Forest DDPAT (Factory New),steam,1604.1,single,200
★ Gut Knife | Night,★ Gut Knife,Night,Restricted,ESports 2013 Winter Case,★ Gut Knife | Night (Minimal Wear),steam,1054.21,single,200
★ Gut Knife | Safari Mesh,★ Gut Knife,Safari Mesh,Restricted,ESports 2013 Winter Case,★ Gut Knife | Safari Mesh (Minimal Wear),steam,708.67,single,200
★ Gut Knife | Scorched,★ Gut Knife,Scorched,Restricted,ESports 2013 Winter Case,★ Gut Knife | Scorched (Factory New),steam,2773.31,single,200
★ Gut Knife | Slaughter,★ Gut Knife,Slaughter,Restricted,ESports 2013 Winter Case,★ Gut Knife | Slaughter (Factory New),steam,1637.64,single,200
★ Gut Knife | Stained,★ Gut Knife,Stained,Restricted,ESports 2013 Winter Case,★ Gut Knife | Stained (Factory New),steam,2092.19,single,200
★ Gut Knife | Urban Masked,★ Gut Knife,Urban Masked,Restricted,ESports 2013 Winter Case,★ Gut Knife | Urban Masked (Factory New),steam,1056.56,single,200
★ Karambit,,,Restricted,ESports 2013 Winter Case,,steam,,current,
★ Karambit | Blue Steel,★ Karambit,Blue Steel,Restricted,ESports 2013 Winter Case,★ Karambit | Blue Steel (Minimal Wear),steam,9538.5,single,200
★ Karambit | Boreal Forest,★ Karambit,Boreal Forest,Restricted,ESports 2013 Winter Case,★ Karambit | Boreal Forest (Factory New),steam,7119.48,single,200
★ Karambit | Case Hardened,★ Karambit,Case Hardened,Restricted,ESports 2013 Winter Case,★ Karambit | Case Hardened (Factory New),BUFF,14300.0,single,200
★ Karambit | Crimson Web,★ Karambit,Crimson Web,Restricted,ESports 2013 Winter Case,★ Karambit | Crimson Web (Factory New),YOUPIN,48888.0,single,200
★ Karambit | Fade,★ Karambit,Fade,Restricted,ESports 2013 Winter Case,★ Karambit | Fade (Minimal Wear),BUFF,18000.0,single,200
★ Karambit | Forest DDPAT,★ Karambit,Forest DDPAT,Restricted,ESports 2013 Winter Case,★ Karambit | Forest DDPAT,steam,,current,-1
★ Karambit | Night,★ Karambit,Night,Restricted,ESports 2013 Winter Case,★ Karambit | Night,steam,,current,-1
★ Karambit | Safari Mesh,★ Karambit,Safari Mesh,Restricted,ESports 2013 Winter Case,★ Karambit | Safari Mesh,steam,,current,-1
★ Karambit | Scorched,★ Karambit,Scorched,Restricted,ESports 2013 Winter Case,★ Karambit | Scorched,steam,,current,-1
★ Karambit | Slaughter,★ Karambit,Slaughter,Restricted,ESports 2013 Winter Case,★ Karambit | Slaughter,steam,,current,-1
★ Karambit | Stained,★ Karambit,Stained,Restricted,ESports 2013 Winter Case,★ Karambit | Stained,steam,,current,-1
★ Karambit | Urban Masked,★ Karambit,Urban Masked,Restricted,ESports 2013 Winter Case,★ Karambit | Urban Masked,steam,,current,-1
★ M9 Bayonet,,,Restricted,ESports 2013 Winter Case,,steam,,current,
★ M9 Bayonet | Blue Steel,★ M9 Bayonet,Blue Steel,Restricted,ESports 2013 Winter Case,★ M9 Bayonet | Blue Steel,steam,,current,-1
★ M9 Bayonet | Boreal Forest,★ M9 Bayonet,Boreal Forest,Restricted,ESports 2013 Winter Case,★ M9 Bayonet | Boreal Forest (Field-Tested),steam,3196.89,single,200
★ M9 Bayonet | Case Hardened,★ M9 Bayonet,Case Hardened,Restricted,ESports 2013 Winter Case,★ M9 Bayonet | Case Hardened (Minimal Wear),steam,8041.05,single,200
★ M9 Bayonet | Crimson Web,★ M9 Bayonet,Crimson Web,Restricted,ESports 2013 Winter Case,★ M9 Bayonet | Crimson Web (Factory New),BUFF,35288.0,single,200
★ M9 Bayonet | Fade,★ M9 Bayonet,Fade,Restricted,ESports 2013 Winter Case,,steam,,current,
★ M9 Bayonet | Forest DDPAT,★ M9 Bayonet,Forest DDPAT,Restricted,ESports 2013 Winter Case,★ M9 Bayonet | Forest DDPAT (Minimal Wear),steam,4058.51,single,200
★ M9 Bayonet | Night,★ M9 Bayonet,Night,Restricted,ESports 2013 Winter Case,★ M9 Bayonet | Night (Minimal Wear),steam,5696.16,single,200
★ M9 Bayonet | Safari Mesh,★ M9 Bayonet,Safari Mesh,Restricted,ESports 2013 Winter Case,★ M9 Bayonet | Safari Mesh (Minimal Wear),steam,4511.71,single,200
★ M9 Bayonet | Scorched,★ M9 Bayonet,Scorched,Restricted,ESports 2013 Winter Case,★ M9 Bayonet | Scorched (Minimal Wear),steam,4116.54,single,200
★ M9 Bayonet | Slaughter,★ M9 Bayonet,Slaughter,Restricted,ESports 2013 Winter Case,★ M9 Bayonet | Slaughter (Factory New),steam,11438.6,single,200
★ M9 Bayonet | Stained,★ M9 Bayonet,Stained,Restricted,ESports 2013 Winter Case,★ M9 Bayonet | Stained (Factory New),steam,6959.99,single,200
★ M9 Bayonet | Urban Masked,★ M9 Bayonet,Urban Masked,Restricted,ESports 2013 Winter Case,★ M9 Bayonet | Urban Masked (Minimal Wear),steam,4980.15,single,200
SSG 08 | Dark Water,SSG 08,Dark Water,Covert,ESports 2014 Summer Case,SSG 08 | Dark Water (Minimal Wear),steam,32.18,single,200
MAC-10 | Ultraviolet,MAC-10,Ultraviolet,Covert,ESports 2014 Summer Case,MAC-10 | Ultraviolet (Factory New),steam,426.21,single,200
USP-S | Blood Tiger,USP-S,Blood Tiger,Covert,ESports 2014 Summer Case,USP-S | Blood Tiger (Factory New),steam,73.9,single,200
CZ75-Auto | Hexane,CZ75-Auto,Hexane,Covert,ESports 2014 Summer Case,CZ75-Auto | Hexane (Factory New),steam,48.41,single,200
Negev | Bratatat,Negev,Bratatat,Covert,ESports 2014 Summer Case,Negev | Bratatat (Factory New),steam,56.96,single,200
XM1014 | Red Python,XM1014,Red Python,Covert,ESports 2014 Summer Case,XM1014 | Red Python (Minimal Wear),steam,29.83,single,200
PP-Bizon | Blue Streak,PP-Bizon,Blue Streak,Classified,ESports 2014 Summer Case,PP-Bizon | Blue Streak (Factory New),steam,148.45,single,200
P90 | Virus,P90,Virus,Classified,ESports 2014 Summer Case,P90 | Virus (Factory New),steam,116.91,single,200
